session,plant,date,bbch,cls,n_common_poses,pose,image_id_c1,relpath_c1,image_id_c2,relpath_c2,image_id_c3,relpath_c3,image_id_c4,relpath_c4
p022_20231124,22,20231124,86,5_S8,12,2,c1_p022_20231124_o02,data/data_34/pi1_08678_22_2_20231124154917.jpg,c2_p022_20231124_o02,data/data_34/pi2_08678_22_2_20231124154824.jpg,c3_p022_20231124_o02,data/data_34/pi3_08678_22_2_20231124154755.jpg,c4_p022_20231124_o02,data/data_34/pi4_08678_22_2_20231124154713.jpg
p022_20231127,22,20231127,88,5_S8,12,3,c1_p022_20231127_o03,data/data_35/pi1_08919_22_3_20231127135322.jpg,c2_p022_20231127_o03,data/data_35/pi2_08919_22_3_20231127135323.jpg,c3_p022_20231127_o03,data/data_35/pi3_08919_22_3_20231127135323.jpg,c4_p022_20231127_o03,data/data_35/pi4_08919_22_3_20231127135324.jpg
p022_20231130,22,20231130,89,5_S8,12,4,c1_p022_20231130_o04,data/data_39/pi1_09880_22_4_20231130090435.jpg,c2_p022_20231130_o04,data/data_39/pi2_09880_22_4_20231130090436.jpg,c3_p022_20231130_o04,data/data_39/pi3_09880_22_4_20231130090436.jpg,c4_p022_20231130_o04,data/data_39/pi4_09880_22_4_20231130090437.jpg
p023_20230828,23,20230828,14,0_S1,12,5,c1_p023_20230828_o05,data/data_1/pi1_00269_23_5_20230828154247.jpg,c2_p023_20230828_o05,data/data_1/pi2_00269_23_5_20230828154311.jpg,c3_p023_20230828_o05,data/data_1/pi3_00269_23_5_20230828154326.jpg,c4_p023_20230828_o05,data/data_1/pi4_00269_23_5_20230828154341.jpg
p023_20230904,23,20230904,22,1_S2,12,12,c1_p023_20230904_o12,data/data_2/pi1_00516_23_12_20230904095544.jpg,c2_p023_20230904_o12,data/data_2/pi2_00516_23_12_20230904095610.jpg,c3_p023_20230904_o12,data/data_2/pi3_00516_23_12_20230904095624.jpg,c4_p023_20230904_o12,data/data_2/pi4_00516_23_12_20230904095637.jpg
p023_20230908,23,20230908,63,3_S6,12,4,c1_p023_20230908_o04,data/data_2/pi1_00748_23_4_20230908154600.jpg,c2_p023_20230908_o04,data/data_2/pi2_00748_23_4_20230908154627.jpg,c3_p023_20230908_o04,data/data_2/pi3_00748_23_4_20230908154644.jpg,c4_p023_20230908_o04,data/data_2/pi4_00748_23_4_20230908155322.jpg
p023_20230921,23,20230921,70,4_S7,12,2,c1_p023_20230921_o02,data/data_4/pi1_01238_23_2_20230921150721.jpg,c2_p023_20230921_o02,data/data_4/pi2_01238_23_2_20230921150707.jpg,c3_p023_20230921_o02,data/data_4/pi3_01238_23_2_20230921150653.jpg,c4_p023_20230921_o02,data/data_4/pi4_01238_23_2_20230921150615.jpg
p023_20231006,23,20231006,71,4_S7,12,10,c1_p023_20231006_o10,data/data_8/pi1_02218_23_10_20231006114010.jpg,c2_p023_20231006_o10,data/data_8/pi2_02218_23_10_20231006113958.jpg,c3_p023_20231006_o10,data/data_8/pi3_02218_23_10_20231006113943.jpg,c4_p023_20231006_o10,data/data_8/pi4_02218_23_10_20231006113924.jpg
p023_20231017,23,20231017,73,4_S7,12,5,c1_p023_20231017_o05,data/data_12/pi1_03173_23_5_20231017132004.jpg,c2_p023_20231017_o05,data/data_12/pi2_03173_23_5_20231017132004.jpg,c3_p023_20231017_o05,data/data_12/pi3_03173_23_5_20231017132005.jpg,c4_p023_20231017_o05,data/data_12/pi4_03173_23_5_20231017132004.jpg
p023_20231023,23,20231023,77,4_S7,12,6,c1_p023_20231023_o06,data/data_17/pi1_04374_23_6_20231023095922.jpg,c2_p023_20231023_o06,data/data_17/pi2_04374_23_6_20231023095922.jpg,c3_p023_20231023_o06,data/data_17/pi3_04374_23_6_20231023095922.jpg,c4_p023_20231023_o06,data/data_17/pi4_04374_23_6_20231023095922.jpg
p023_20231027,23,20231027,78,4_S7,12,5,c1_p023_20231027_o05,data/data_20/pi1_05093_23_5_20231027104125.jpg,c2_p023_20231027_o05,data/data_20/pi2_05093_23_5_20231027104125.jpg,c3_p023_20231027_o05,data/data_20/pi3_05093_23_5_20231027104125.jpg,c4_p023_20231027_o05,data/data_20/pi4_05093_23_5_20231027104125.jpg
p023_20231101,23,20231101,79,4_S7,12,8,c1_p023_20231101_o08,data/data_23/pi1_05816_23_8_20231101091717.jpg,c2_p023_20231101_o08,data/data_23/pi2_05816_23_8_20231101091717.jpg,c3_p023_20231101_o08,data/data_23/pi3_05816_23_8_20231101091717.jpg,c4_p023_20231101_o08,data/data_23/pi4_05816_23_8_20231101091717.jpg
p023_20231106,23,20231106,78,4_S7,12,3,c1_p023_20231106_o03,data/data_26/pi1_06531_23_3_20231106094427.jpg,c2_p023_20231106_o03,data/data_26/pi2_06531_23_3_20231106094428.jpg,c3_p023_20231106_o03,data/data_26/pi3_06531_23_3_20231106094428.jpg,c4_p023_20231106_o03,data/data_26/pi4_06531_23_3_20231106094429.jpg
p023_20231109,23,20231109,79,4_S7,12,9,c1_p023_20231109_o09,data/data_29/pi1_07257_23_9_20231109084912.jpg,c2_p023_20231109_o09,data/data_29/pi2_07257_23_9_20231109084911.jpg,c3_p023_20231109_o09,data/data_29/pi3_07257_23_9_20231109084912.jpg,c4_p023_20231109_o09,data/data_29/pi4_07257_23_9_20231109084913.jpg
p023_20231120,23,20231120,81,5_S8,12,8,c1_p023_20231120_o08,data/data_31/pi1_07976_23_8_20231120132258.jpg,c2_p023_20231120_o08,data/data_31/pi2_07976_23_8_20231120132259.jpg,c3_p023_20231120_o08,data/data_31/pi3_07976_23_8_20231120132259.jpg,c4_p023_20231120_o08,data/data_31/pi4_07976_23_8_20231120132259.jpg
p023_20231124,23,20231124,83,5_S8,12,2,c1_p023_20231124_o02,data/data_34/pi1_08690_23_2_20231124154917.jpg,c2_p023_20231124_o02,data/data_34/pi2_08690_23_2_20231124154824.jpg,c3_p023_20231124_o02,data/data_34/pi3_08690_23_2_20231124154755.jpg,c4_p023_20231124_o02,data/data_34/pi4_08690_23_2_20231124154713.jpg
p023_20231127,23,20231127,84,5_S8,12,12,c1_p023_20231127_o12,data/data_35/pi1_08940_23_12_20231127140234.jpg,c2_p023_20231127_o12,data/data_35/pi2_08940_23_12_20231127140235.jpg,c3_p023_20231127_o12,data/data_35/pi3_08940_23_12_20231127140235.jpg,c4_p023_20231127_o12,data/data_35/pi4_08940_23_12_20231127140236.jpg
p023_20231130,23,20231130,85,5_S8,12,2,c1_p023_20231130_o02,data/data_39/pi1_09890_23_2_20231130090721.jpg,c2_p023_20231130_o02,data/data_39/pi2_09890_23_2_20231130090722.jpg,c3_p023_20231130_o02,data/data_39/pi3_09890_23_2_20231130090721.jpg,c4_p023_20231130_o02,data/data_39/pi4_09890_23_2_20231130090723.jpg
p024_20230828,24,20230828,15,0_S1,12,3,c1_p024_20230828_o03,data/data_1/pi1_00279_24_3_20230828154247.jpg,c2_p024_20230828_o03,data/data_1/pi2_00279_24_3_20230828154311.jpg,c3_p024_20230828_o03,data/data_1/pi3_00279_24_3_20230828154326.jpg,c4_p024_20230828_o03,data/data_1/pi4_00279_24_3_20230828154341.jpg
p024_20230904,24,20230904,17,0_S1,12,3,c1_p024_20230904_o03,data/data_2/pi1_00519_24_3_20230904095544.jpg,c2_p024_20230904_o03,data/data_2/pi2_00519_24_3_20230904095610.jpg,c3_p024_20230904_o03,data/data_2/pi3_00519_24_3_20230904095624.jpg,c4_p024_20230904_o03,data/data_2/pi4_00519_24_3_20230904095637.jpg
p024_20230908,24,20230908,23,1_S2,12,11,c1_p024_20230908_o11,data/data_3/pi1_00767_24_11_20230908154600.jpg,c2_p024_20230908_o11,data/data_3/pi2_00767_24_11_20230908154627.jpg,c3_p024_20230908_o11,data/data_3/pi3_00767_24_11_20230908154644.jpg,c4_p024_20230908_o11,data/data_3/pi4_00767_24_11_20230908155322.jpg
p024_20230921,24,20230921,28,1_S2,12,4,c1_p024_20230921_o04,data/data_5/pi1_01252_24_4_20230921150721.jpg,c2_p024_20230921_o04,data/data_5/pi2_01252_24_4_20230921150707.jpg,c3_p024_20230921_o04,data/data_5/pi3_01252_24_4_20230921150653.jpg,c4_p024_20230921_o04,data/data_5/pi4_01252_24_4_20230921150615.jpg
p024_20231006,24,20231006,29,1_S2,12,8,c1_p024_20231006_o08,data/data_8/pi1_02228_24_8_20231006114010.jpg,c2_p024_20231006_o08,data/data_8/pi2_02228_24_8_20231006113958.jpg,c3_p024_20231006_o08,data/data_8/pi3_02228_24_8_20231006113943.jpg,c4_p024_20231006_o08,data/data_8/pi4_02228_24_8_20231006113924.jpg
p024_20231017,24,20231017,29,1_S2,12,8,c1_p024_20231017_o08,data/data_12/pi1_03188_24_8_20231017132318.jpg,c2_p024_20231017_o08,data/data_12/pi2_03188_24_8_20231017132318.jpg,c3_p024_20231017_o08,data/data_12/pi3_03188_24_8_20231017132318.jpg,c4_p024_20231017_o08,data/data_12/pi4_03188_24_8_20231017132318.jpg
p024_20231023,24,20231023,29,1_S2,12,12,c1_p024_20231023_o12,data/data_17/pi1_04392_24_12_20231023100323.jpg,c2_p024_20231023_o12,data/data_17/pi2_04392_24_12_20231023100323.jpg,c3_p024_20231023_o12,data/data_17/pi3_04392_24_12_20231023100324.jpg,c4_p024_20231023_o12,data/data_17/pi4_04392_24_12_20231023100324.jpg
p024_20231027,24,20231027,29,1_S2,12,10,c1_p024_20231027_o10,data/data_20/pi1_05110_24_10_20231027104504.jpg,c2_p024_20231027_o10,data/data_20/pi2_05110_24_10_20231027104504.jpg,c3_p024_20231027_o10,data/data_20/pi3_05110_24_10_20231027104505.jpg,c4_p024_20231027_o10,data/data_20/pi4_05110_24_10_20231027104505.jpg
p024_20231101,24,20231101,29,1_S2,12,7,c1_p024_20231101_o07,data/data_23/pi1_05827_24_7_20231101092017.jpg,c2_p024_20231101_o07,data/data_23/pi2_05827_24_7_20231101092017.jpg,c3_p024_20231101_o07,data/data_23/pi3_05827_24_7_20231101092017.jpg,c4_p024_20231101_o07,data/data_23/pi4_05827_24_7_20231101092017.jpg
p024_20231106,24,20231106,29,1_S2,12,4,c1_p024_20231106_o04,data/data_26/pi1_06544_24_4_20231106094819.jpg,c2_p024_20231106_o04,data/data_26/pi2_06544_24_4_20231106094820.jpg,c3_p024_20231106_o04,data/data_26/pi3_06544_24_4_20231106094820.jpg,c4_p024_20231106_o04,data/data_26/pi4_06544_24_4_20231106094821.jpg
p024_20231109,24,20231109,29,1_S2,12,2,c1_p024_20231109_o02,data/data_29/pi1_07262_24_2_20231109085814.jpg,c2_p024_20231109_o02,data/data_29/pi2_07262_24_2_20231109085813.jpg,c3_p024_20231109_o02,data/data_29/pi3_07262_24_2_20231109085815.jpg,c4_p024_20231109_o02,data/data_29/pi4_07262_24_2_20231109085815.jpg
p024_20231120,24,20231120,29,1_S2,12,3,c1_p024_20231120_o03,data/data_31/pi1_07983_24_3_20231120132537.jpg,c2_p024_20231120_o03,data/data_31/pi2_07983_24_3_20231120132537.jpg,c3_p024_20231120_o03,data/data_31/pi3_07983_24_3_20231120132538.jpg,c4_p024_20231120_o03,data/data_31/pi4_07983_24_3_20231120132537.jpg
p024_20231124,24,20231124,29,1_S2,12,2,c1_p024_20231124_o02,data/data_34/pi1_08702_24_2_20231124154917.jpg,c2_p024_20231124_o02,data/data_34/pi2_08702_24_2_20231124154824.jpg,c3_p024_20231124_o02,data/data_34/pi3_08702_24_2_20231124154755.jpg,c4_p024_20231124_o02,data/data_34/pi4_08702_24_2_20231124154713.jpg
p024_20231127,24,20231127,51,2_S5,12,7,c1_p024_20231127_o07,data/data_35/pi1_08947_24_7_20231127140517.jpg,c2_p024_20231127_o07,data/data_35/pi2_08947_24_7_20231127140517.jpg,c3_p024_20231127_o07,data/data_35/pi3_08947_24_7_20231127140518.jpg,c4_p024_20231127_o07,data/data_35/pi4_08947_24_7_20231127140518.jpg
p024_20231130,24,20231130,51,2_S5,12,9,c1_p024_20231130_o09,data/data_39/pi1_09909_24_9_20231130092144.jpg,c2_p024_20231130_o09,data/data_39/pi2_09909_24_9_20231130092145.jpg,c3_p024_20231130_o09,data/data_39/pi3_09909_24_9_20231130092145.jpg,c4_p024_20231130_o09,data/data_39/pi4_09909_24_9_20231130092146.jpg
p025_20230828,25,20230828,16,0_S1,12,11,c1_p025_20230828_o11,data/data_1/pi1_00299_25_11_20230828154247.jpg,c2_p025_20230828_o11,data/data_1/pi2_00299_25_11_20230828154311.jpg,c3_p025_20230828_o11,data/data_1/pi3_00299_25_11_20230828154326.jpg,c4_p025_20230828_o11,data/data_1/pi4_00299_25_11_20230828154341.jpg
p025_20230904,25,20230904,22,1_S2,12,3,c1_p025_20230904_o03,data/data_2/pi1_00531_25_3_20230904095544.jpg,c2_p025_20230904_o03,data/data_2/pi2_00531_25_3_20230904095610.jpg,c3_p025_20230904_o03,data/data_2/pi3_00531_25_3_20230904095624.jpg,c4_p025_20230904_o03,data/data_2/pi4_00531_25_3_20230904095637.jpg
p025_20230908,25,20230908,61,3_S6,12,12,c1_p025_20230908_o12,data/data_3/pi1_00780_25_12_20230908154600.jpg,c2_p025_20230908_o12,data/data_3/pi2_00780_25_12_20230908154627.jpg,c3_p025_20230908_o12,data/data_3/pi3_00780_25_12_20230908154644.jpg,c4_p025_20230908_o12,data/data_3/pi4_00780_25_12_20230908155322.jpg
p025_20230921,25,20230921,70,4_S7,12,7,c1_p025_20230921_o07,data/data_5/pi1_01267_25_7_20230921150721.jpg,c2_p025_20230921_o07,data/data_5/pi2_01267_25_7_20230921150707.jpg,c3_p025_20230921_o07,data/data_5/pi3_01267_25_7_20230921150653.jpg,c4_p025_20230921_o07,data/data_5/pi4_01267_25_7_20230921150615.jpg
p025_20231006,25,20231006,72,4_S7,12,12,c1_p025_20231006_o12,data/data_8/pi1_02244_25_12_20231006114010.jpg,c2_p025_20231006_o12,data/data_8/pi2_02244_25_12_20231006113958.jpg,c3_p025_20231006_o12,data/data_8/pi3_02244_25_12_20231006113943.jpg,c4_p025_20231006_o12,data/data_8/pi4_02244_25_12_20231006113924.jpg
p025_20231017,25,20231017,75,4_S7,12,4,c1_p025_20231017_o04,data/data_12/pi1_03196_25_4_20231017132525.jpg,c2_p025_20231017_o04,data/data_12/pi2_03196_25_4_20231017132525.jpg,c3_p025_20231017_o04,data/data_12/pi3_03196_25_4_20231017132526.jpg,c4_p025_20231017_o04,data/data_12/pi4_03196_25_4_20231017132525.jpg
p025_20231023,25,20231023,76,4_S7,12,2,c1_p025_20231023_o02,data/data_17/pi1_04394_25_2_20231023100626.jpg,c2_p025_20231023_o02,data/data_17/pi2_04394_25_2_20231023100626.jpg,c3_p025_20231023_o02,data/data_17/pi3_04394_25_2_20231023100627.jpg,c4_p025_20231023_o02,data/data_17/pi4_04394_25_2_20231023100626.jpg
p025_20231027,25,20231027,77,4_S7,12,12,c1_p025_20231027_o12,data/data_20/pi1_05124_25_12_20231027104752.jpg,c2_p025_20231027_o12,data/data_20/pi2_05124_25_12_20231027104752.jpg,c3_p025_20231027_o12,data/data_20/pi3_05124_25_12_20231027104752.jpg,c4_p025_20231027_o12,data/data_20/pi4_05124_25_12_20231027104752.jpg
p025_20231101,25,20231101,78,4_S7,12,7,c1_p025_20231101_o07,data/data_23/pi1_05839_25_7_20231101092341.jpg,c2_p025_20231101_o07,data/data_23/pi2_05839_25_7_20231101092341.jpg,c3_p025_20231101_o07,data/data_23/pi3_05839_25_7_20231101092341.jpg,c4_p025_20231101_o07,data/data_23/pi4_05839_25_7_20231101092341.jpg
p025_20231106,25,20231106,79,4_S7,12,1,c1_p025_20231106_o01,data/data_26/pi1_06553_25_1_20231106095611.jpg,c2_p025_20231106_o01,data/data_26/pi2_06553_25_1_20231106095611.jpg,c3_p025_20231106_o01,data/data_26/pi3_06553_25_1_20231106095612.jpg,c4_p025_20231106_o01,data/data_26/pi4_06553_25_1_20231106095612.jpg
p025_20231109,25,20231109,79,4_S7,12,12,c1_p025_20231109_o12,data/data_29/pi1_07284_25_12_20231109090209.jpg,c2_p025_20231109_o12,data/data_29/pi2_07284_25_12_20231109090208.jpg,c3_p025_20231109_o12,data/data_29/pi3_07284_25_12_20231109090210.jpg,c4_p025_20231109_o12,data/data_29/pi4_07284_25_12_20231109090210.jpg
p025_20231120,25,20231120,81,5_S8,12,2,c1_p025_20231120_o02,data/data_31/pi1_07994_25_2_20231120132808.jpg,c2_p025_20231120_o02,data/data_31/pi2_07994_25_2_20231120132808.jpg,c3_p025_20231120_o02,data/data_31/pi3_07994_25_2_20231120132809.jpg,c4_p025_20231120_o02,data/data_31/pi4_07994_25_2_20231120132808.jpg
p025_20231124,25,20231124,81,5_S8,12,4,c1_p025_20231124_o04,data/data_34/pi1_08716_25_4_20231124154917.jpg,c2_p025_20231124_o04,data/data_34/pi2_08716_25_4_20231124154824.jpg,c3_p025_20231124_o04,data/data_34/pi3_08716_25_4_20231124154755.jpg,c4_p025_20231124_o04,data/data_34/pi4_08716_25_4_20231124154713.jpg
p025_20231127,25,20231127,81,5_S8,12,9,c1_p025_20231127_o09,data/data_35/pi1_08961_25_9_20231127141108.jpg,c2_p025_20231127_o09,data/data_35/pi2_08961_25_9_20231127141108.jpg,c3_p025_20231127_o09,data/data_35/pi3_08961_25_9_20231127141108.jpg,c4_p025_20231127_o09,data/data_35/pi4_08961_25_9_20231127141109.jpg
p025_20231130,25,20231130,81,5_S8,12,12,c1_p025_20231130_o12,data/data_39/pi1_09924_25_12_20231130092639.jpg,c2_p025_20231130_o12,data/data_39/pi2_09924_25_12_20231130092640.jpg,c3_p025_20231130_o12,data/data_39/pi3_09924_25_12_20231130092640.jpg,c4_p025_20231130_o12,data/data_39/pi4_09924_25_12_20231130092641.jpg
p026_20230828,26,20230828,16,0_S1,12,8,c1_p026_20230828_o08,data/data_1/pi1_00308_26_8_20230828154247.jpg,c2_p026_20230828_o08,data/data_1/pi2_00308_26_8_20230828154311.jpg,c3_p026_20230828_o08,data/data_1/pi3_00308_26_8_20230828154326.jpg,c4_p026_20230828_o08,data/data_1/pi4_00308_26_8_20230828154341.jpg
p026_20230904,26,20230904,53,2_S5,12,2,c1_p026_20230904_o02,data/data_2/pi1_00542_26_2_20230904095544.jpg,c2_p026_20230904_o02,data/data_2/pi2_00542_26_2_20230904095610.jpg,c3_p026_20230904_o02,data/data_2/pi3_00542_26_2_20230904095624.jpg,c4_p026_20230904_o02,data/data_2/pi4_00542_26_2_20230904095637.jpg
p026_20230908,26,20230908,64,3_S6,12,9,c1_p026_20230908_o09,data/data_3/pi1_00789_26_9_20230908154600.jpg,c2_p026_20230908_o09,data/data_3/pi2_00789_26_9_20230908154627.jpg,c3_p026_20230908_o09,data/data_3/pi3_00789_26_9_20230908154644.jpg,c4_p026_20230908_o09,data/data_3/pi4_00789_26_9_20230908155322.jpg
p026_20230921,26,20230921,70,4_S7,12,1,c1_p026_20230921_o01,data/data_5/pi1_01273_26_1_20230921150721.jpg,c2_p026_20230921_o01,data/data_5/pi2_01273_26_1_20230921150707.jpg,c3_p026_20230921_o01,data/data_5/pi3_01273_26_1_20230921150653.jpg,c4_p026_20230921_o01,data/data_5/pi4_01273_26_1_20230921150615.jpg
p026_20231006,26,20231006,71,4_S7,12,10,c1_p026_20231006_o10,data/data_9/pi1_02254_26_10_20231006114010.jpg,c2_p026_20231006_o10,data/data_9/pi2_02254_26_10_20231006113958.jpg,c3_p026_20231006_o10,data/data_9/pi3_02254_26_10_20231006113943.jpg,c4_p026_20231006_o10,data/data_9/pi4_02254_26_10_20231006113924.jpg
p026_20231017,26,20231017,74,4_S7,12,11,c1_p026_20231017_o11,data/data_12/pi1_03215_26_11_20231017133044.jpg,c2_p026_20231017_o11,data/data_12/pi2_03215_26_11_20231017133044.jpg,c3_p026_20231017_o11,data/data_12/pi3_03215_26_11_20231017133045.jpg,c4_p026_20231017_o11,data/data_12/pi4_03215_26_11_20231017133044.jpg
p026_20231023,26,20231023,75,4_S7,12,10,c1_p026_20231023_o10,data/data_17/pi1_04414_26_10_20231023101057.jpg,c2_p026_20231023_o10,data/data_17/pi2_04414_26_10_20231023101057.jpg,c3_p026_20231023_o10,data/data_17/pi3_04414_26_10_20231023101057.jpg,c4_p026_20231023_o10,data/data_17/pi4_04414_26_10_20231023101057.jpg
p026_20231027,26,20231027,76,4_S7,12,4,c1_p026_20231027_o04,data/data_20/pi1_05128_26_4_20231027105009.jpg,c2_p026_20231027_o04,data/data_20/pi2_05128_26_4_20231027105009.jpg,c3_p026_20231027_o04,data/data_20/pi3_05128_26_4_20231027105010.jpg,c4_p026_20231027_o04,data/data_20/pi4_05128_26_4_20231027105010.jpg
p026_20231101,26,20231101,77,4_S7,12,9,c1_p026_20231101_o09,data/data_23/pi1_05853_26_9_20231101092859.jpg,c2_p026_20231101_o09,data/data_23/pi2_05853_26_9_20231101092859.jpg,c3_p026_20231101_o09,data/data_23/pi3_05853_26_9_20231101092900.jpg,c4_p026_20231101_o09,data/data_23/pi4_05853_26_9_20231101092859.jpg
p026_20231106,26,20231106,78,4_S7,12,7,c1_p026_20231106_o07,data/data_26/pi1_06571_26_7_20231106101149.jpg,c2_p026_20231106_o07,data/data_26/pi2_06571_26_7_20231106101149.jpg,c3_p026_20231106_o07,data/data_26/pi3_06571_26_7_20231106101149.jpg,c4_p026_20231106_o07,data/data_26/pi4_06571_26_7_20231106101150.jpg
p026_20231109,26,20231109,79,4_S7,12,7,c1_p026_20231109_o07,data/data_29/pi1_07291_26_7_20231109090437.jpg,c2_p026_20231109_o07,data/data_29/pi2_07291_26_7_20231109090436.jpg,c3_p026_20231109_o07,data/data_29/pi3_07291_26_7_20231109090438.jpg,c4_p026_20231109_o07,data/data_29/pi4_07291_26_7_20231109090437.jpg
p026_20231120,26,20231120,84,5_S8,12,7,c1_p026_20231120_o07,data/data_32/pi1_08011_26_7_20231120133125.jpg,c2_p026_20231120_o07,data/data_32/pi2_08011_26_7_20231120133125.jpg,c3_p026_20231120_o07,data/data_32/pi3_08011_26_7_20231120133126.jpg,c4_p026_20231120_o07,data/data_32/pi4_08011_26_7_20231120133125.jpg
p026_20231124,26,20231124,85,5_S8,12,2,c1_p026_20231124_o02,data/data_34/pi1_08726_26_2_20231124154917.jpg,c2_p026_20231124_o02,data/data_34/pi2_08726_26_2_20231124154824.jpg,c3_p026_20231124_o02,data/data_34/pi3_08726_26_2_20231124154755.jpg,c4_p026_20231124_o02,data/data_34/pi4_08726_26_2_20231124154713.jpg
p026_20231127,26,20231127,86,5_S8,12,2,c1_p026_20231127_o02,data/data_35/pi1_08966_26_2_20231127141240.jpg,c2_p026_20231127_o02,data/data_35/pi2_08966_26_2_20231127141240.jpg,c3_p026_20231127_o02,data/data_35/pi3_08966_26_2_20231127141241.jpg,c4_p026_20231127_o02,data/data_35/pi4_08966_26_2_20231127141241.jpg
p026_20231130,26,20231130,89,5_S8,12,12,c1_p026_20231130_o12,data/data_39/pi1_09936_26_12_20231130093054.jpg,c2_p026_20231130_o12,data/data_39/pi2_09936_26_12_20231130093055.jpg,c3_p026_20231130_o12,data/data_39/pi3_09936_26_12_20231130093055.jpg,c4_p026_20231130_o12,data/data_39/pi4_09936_26_12_20231130093056.jpg
p027_20230828,27,20230828,20,1_S2,12,4,c1_p027_20230828_o04,data/data_1/pi1_00316_27_4_20230828154247.jpg,c2_p027_20230828_o04,data/data_1/pi2_00316_27_4_20230828154311.jpg,c3_p027_20230828_o04,data/data_1/pi3_00316_27_4_20230828154326.jpg,c4_p027_20230828_o04,data/data_1/pi4_00316_27_4_20230828154341.jpg
p027_20230904,27,20230904,60,3_S6,12,7,c1_p027_20230904_o07,data/data_2/pi1_00559_27_7_20230904095544.jpg,c2_p027_20230904_o07,data/data_2/pi2_00559_27_7_20230904095610.jpg,c3_p027_20230904_o07,data/data_2/pi3_00559_27_7_20230904095624.jpg,c4_p027_20230904_o07,data/data_2/pi4_00559_27_7_20230904095637.jpg
p027_20230908,27,20230908,66,3_S6,12,2,c1_p027_20230908_o02,data/data_3/pi1_00794_27_2_20230908154600.jpg,c2_p027_20230908_o02,data/data_3/pi2_00794_27_2_20230908154627.jpg,c3_p027_20230908_o02,data/data_3/pi3_00794_27_2_20230908154644.jpg,c4_p027_20230908_o02,data/data_3/pi4_00794_27_2_20230908155322.jpg
p027_20230921,27,20230921,68,3_S6,12,9,c1_p027_20230921_o09,data/data_5/pi1_01293_27_9_20230921150721.jpg,c2_p027_20230921_o09,data/data_5/pi2_01293_27_9_20230921150707.jpg,c3_p027_20230921_o09,data/data_5/pi3_01293_27_9_20230921150653.jpg,c4_p027_20230921_o09,data/data_5/pi4_01293_27_9_20230921150615.jpg
p027_20231006,27,20231006,70,4_S7,12,8,c1_p027_20231006_o08,data/data_9/pi1_02264_27_8_20231006114010.jpg,c2_p027_20231006_o08,data/data_9/pi2_02264_27_8_20231006113958.jpg,c3_p027_20231006_o08,data/data_9/pi3_02264_27_8_20231006113943.jpg,c4_p027_20231006_o08,data/data_9/pi4_02264_27_8_20231006113924.jpg
p027_20231017,27,20231017,72,4_S7,12,7,c1_p027_20231017_o07,data/data_12/pi1_03223_27_7_20231017133400.jpg,c2_p027_20231017_o07,data/data_12/pi2_03223_27_7_20231017133400.jpg,c3_p027_20231017_o07,data/data_12/pi3_03223_27_7_20231017133401.jpg,c4_p027_20231017_o07,data/data_12/pi4_03223_27_7_20231017133400.jpg
p027_20231023,27,20231023,73,4_S7,12,7,c1_p027_20231023_o07,data/data_17/pi1_04423_27_7_20231023101710.jpg,c2_p027_20231023_o07,data/data_17/pi2_04423_27_7_20231023101711.jpg,c3_p027_20231023_o07,data/data_17/pi3_04423_27_7_20231023101711.jpg,c4_p027_20231023_o07,data/data_17/pi4_04423_27_7_20231023101711.jpg
p027_20231027,27,20231027,74,4_S7,12,8,c1_p027_20231027_o08,data/data_20/pi1_05144_27_8_20231027105435.jpg,c2_p027_20231027_o08,data/data_20/pi2_05144_27_8_20231027105435.jpg,c3_p027_20231027_o08,data/data_20/pi3_05144_27_8_20231027105435.jpg,c4_p027_20231027_o08,data/data_20/pi4_05144_27_8_20231027105435.jpg
